scene,file,psnr,ssim,lpips,score,gt_sharpness,gt_brightness,width,height
hcm0034,DJI_20241230112705_0125_V.JPG,21.857933106204683,0.7314108221580558,0.22299198806285858,0.6613740500595013,2787.3024003571086,130.3659052609002,1320,989
hcm0034,DJI_20241230112707_0129_V.JPG,21.394334049990317,0.7118006423714162,0.21651050448417664,0.6553019952176962,3061.8610332897692,130.2409320709624,1320,989
hcm0034,DJI_20241230112741_0139_V.JPG,21.05159434681457,0.7176576885991546,0.22167550027370453,0.652936672551152,2486.342325120917,130.43901859852315,1320,989
hcm0034,DJI_20241230112743_0141_V.JPG,20.86807155573854,0.6970532944801882,0.22504381835460663,0.644306890336645,3226.6145982406624,127.85602460397708,1320,989
hcm0034,DJI_20241230112745_0143_V.JPG,21.232659664082227,0.7036816103252147,0.22708360850811005,0.6476669976788137,3352.849725941721,127.3011352146337,1320,989
hcm0034,DJI_20241230112826_0169_V.JPG,19.891921185559937,0.6860069851514753,0.267587810754776,0.6181184983568918,3291.0761391953633,127.39571498605876,1320,989
hcm0034,DJI_20241230112844_0187_V.JPG,21.249446318015927,0.7251698454493435,0.24381010234355927,0.6475235906054748,2617.4059834156833,130.73125134050312,1320,989
hcm0034,DJI_20241230112847_0190_V.JPG,21.358835669500426,0.7294423670355723,0.22455845773220062,0.657162341034794,2379.0344829570504,132.40144697735698,1320,989
hcm0034,DJI_20241230112854_0197_V.JPG,21.952323586834538,0.7378408263004032,0.2025647759437561,0.6720402790336257,2478.5969891930636,125.03634601832276,1320,989
hcm0034,DJI_20241230112942_0210_V.JPG,22.69159460624758,0.7241584577653358,0.2573529779911041,0.6504559137706445,3014.0062084585174,127.5799927995833,1320,989
hcm0034,DJI_20241230112948_0213_V.JPG,22.007986416050066,0.7145873750271949,0.21315068006515503,0.6611638589783968,2083.13648902629,124.69573873211385,1320,989
hcm0034,DJI_20241230112956_0221_V.JPG,22.799748893080114,0.7159836091265123,0.2523009777069092,0.6506731850136707,3028.760352552532,127.71313156846524,1320,989
hcm0034,DJI_20241230113001_0226_V.JPG,22.161234913785517,0.7192258559139278,0.21558021008968353,0.6625030822210181,1969.881612808975,122.99925544627264,1320,989
hcm0034,DJI_20241230113013_0233_V.JPG,22.489439018478684,0.7110055643497488,0.23854897916316986,0.6528187117505289,2916.92788798066,128.6992470202531,1320,989
hcm0034,DJI_20241230113014_0234_V.JPG,22.410721789952007,0.7194361610709326,0.22806939482688904,0.6590674211302363,2864.3043923446385,126.64209332965652,1320,989
hcm0034,DJI_20241230113024_0241_V.JPG,22.69111223068961,0.7191838610544932,0.24513854086399078,0.6538464153548893,2758.37744277741,128.13986962649753,1320,989
hcm0034,DJI_20241230113026_0243_V.JPG,21.924485875374444,0.7124187192211834,0.22073806822299957,0.6569773037294018,2310.311362264616,132.49399378006558,1320,989
hcm0034,DJI_20241230113034_0251_V.JPG,22.275054773573082,0.6959313650381574,0.22797411680221558,0.6512400914319996,2848.293629084289,123.49564298189172,1320,989
hcm0034,DJI_20241230113037_0254_V.JPG,22.474442860475456,0.7104987755577898,0.2509379982948303,0.6476210905122576,2879.722624252962,128.5948869381377,1320,989
hcm0034,DJI_20241230113041_0256_V.JPG,22.062260635499346,0.7088110495307189,0.230860635638237,0.6526726244169169,3123.661530209747,127.65109461653951,1320,989
hcm0034,DJI_20241230113042_0257_V.JPG,22.570927166996846,0.7155361159670085,0.22748303413391113,0.6590931841385191,2011.5249152634726,123.36875938352178,1320,989
hcm0034,DJI_20241230113044_0259_V.JPG,21.97961751293118,0.6901419988286794,0.22810129821300507,0.6476797854409889,3318.83309859776,129.38996690872324,1320,989
hcm0034,DJI_20241230113046_0261_V.JPG,21.909293145554308,0.7134483301882907,0.21639889478683472,0.6589307000150791,2280.7335904289516,129.4519686245672,1320,989
hcm0034,DJI_20241230113051_0266_V.JPG,22.386735335436136,0.7114074984187537,0.25101572275161743,0.6473363724375959,2845.1349975277776,128.4832544351503,1320,989
hcm0034,DJI_20241230113107_0278_V.JPG,21.848255904824747,0.6834744507396406,0.2208072990179062,0.6478089510436782,2009.8262428943453,127.72874574869013,1320,989
hcm0034,DJI_20241230113111_0282_V.JPG,22.19756730879732,0.691293848753415,0.22176483273506165,0.6518676253847839,2284.1367317645086,126.12941906425223,1320,989
hcm0034,DJI_20241230113117_0286_V.JPG,22.707646392081337,0.7080589417363848,0.24176634848117828,0.6519570214809322,2276.784289366013,128.0835248337776,1320,989
